avg(price),_c0,carat,cut,color,clarity,depth,table,price,x,y,z
2562.730769230769,183,0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55
2576.157894736842,183,0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55
2822.0,183,0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55
2544.8070175438597,183,0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55
2594.5,183,0.72,Ideal,G,SI1,61.8,56.0,2776,5.72,5.75,3.55
2562.730769230769,184,0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53
2576.157894736842,184,0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53
2822.0,184,0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53
2544.8070175438597,184,0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53
2594.5,184,0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53
2562.730769230769,185,0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47
2576.157894736842,185,0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47
2822.0,185,0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47
2544.8070175438597,185,0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47
2594.5,185,0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47
2562.730769230769,186,0.71,Ideal,G,SI1,60.5,56.0,2776,5.8,5.76,3.5
2576.157894736842,186,0.71,Ideal,G,SI1,60.5,56.0,2776,5.8,5.76,3.5
2822.0,186,0.71,Ideal,G,SI1,60.5,56.0,2776,5.8,5.76,3.5
2544.8070175438597,186,0.71,Ideal,G,SI1,60.5,56.0,2776,5.8,5.76,3.5
2594.5,186,0.71,Ideal,G,SI1,60.5,56.0,2776,5.8,5.76,3.5
2863.6666666666665,187,0.7,Very Good,D,VS1,62.7,58.0,2777,5.66,5.73,3.57
2142.8571428571427,187,0.7,Very Good,D,VS1,62.7,58.0,2777,5.66,5.73,3.57
2699.1428571428573,187,0.7,Very Good,D,VS1,62.7,58.0,2777,5.66,5.73,3.57
2731.695652173913,187,0.7,Very Good,D,VS1,62.7,58.0,2777,5.66,5.73,3.57
2393.5789473684213,187,0.7,Very Good,D,VS1,62.7,58.0,2777,5.66,5.73,3.57
2799.5753424657532,188,0.71,Premium,F,VS2,62.1,58.0,2777,5.67,5.7,3.53
2526.0545454545454,188,0.71,Premium,F,VS2,62.1,58.0,2777,5.67,5.7,3.53
2696.225352112676,188,0.71,Premium,F,VS2,62.1,58.0,2777,5.67,5.7,3.53
2824.8333333333335,188,0.71,Premium,F,VS2,62.1,58.0,2777,5.67,5.7,3.53
2657.266666666667,188,0.71,Premium,F,VS2,62.1,58.0,2777,5.67,5.7,3.53
2799.5753424657532,189,0.71,Very Good,F,VS2,62.8,57.0,2777,5.64,5.69,3.56
2526.0545454545454,189,0.71,Very Good,F,VS2,62.8,57.0,2777,5.64,5.69,3.56
2696.225352112676,189,0.71,Very Good,F,VS2,62.8,57.0,2777,5.64,5.69,3.56
2824.8333333333335,189,0.71,Very Good,F,VS2,62.8,57.0,2777,5.64,5.69,3.56
2657.266666666667,189,0.71,Very Good,F,VS2,62.8,57.0,2777,5.64,5.69,3.56
2799.5753424657532,190,0.71,Good,F,VS2,63.8,58.0,2777,5.61,5.64,3.59
2526.0545454545454,190,0.71,Good,F,VS2,63.8,58.0,2777,5.61,5.64,3.59
2696.225352112676,190,0.71,Good,F,VS2,63.8,58.0,2777,5.61,5.64,3.59
2824.8333333333335,190,0.71,Good,F,VS2,63.8,58.0,2777,5.61,5.64,3.59
2657.266666666667,190,0.71,Good,F,VS2,63.8,58.0,2777,5.61,5.64,3.59
2799.5753424657532,191,0.71,Good,F,VS2,57.8,60.0,2777,5.87,5.9,3.4
2526.0545454545454,191,0.71,Good,F,VS2,57.8,60.0,2777,5.87,5.9,3.4
2696.225352112676,191,0.71,Good,F,VS2,57.8,60.0,2777,5.87,5.9,3.4
2824.8333333333335,191,0.71,Good,F,VS2,57.8,60.0,2777,5.87,5.9,3.4
2657.266666666667,191,0.71,Good,F,VS2,57.8,60.0,2777,5.87,5.9,3.4
2544.5555555555557,192,0.7,Ideal,E,VS2,62.1,55.0,2777,5.7,5.67,3.53
2217.3703703703704,192,0.7,Ideal,E,VS2,62.1,55.0,2777,5.7,5.67,3.53
2621.194029850746,192,0.7,Ideal,E,VS2,62.1,55.0,2777,5.7,5.67,3.53
2380.653846153846,192,0.7,Ideal,E,VS2,62.1,55.0,2777,5.7,5.67,3.53
2682.741176470588,192,0.7,Ideal,E,VS2,62.1,55.0,2777,5.7,5.67,3.53
2544.5555555555557,193,0.7,Premium,E,VS2,61.1,60.0,2777,5.71,5.64,3.47
2217.3703703703704,193,0.7,Premium,E,VS2,61.1,60.0,2777,5.71,5.64,3.47
2621.194029850746,193,0.7,Premium,E,VS2,61.1,60.0,2777,5.71,5.64,3.47
2380.653846153846,193,0.7,Premium,E,VS2,61.1,60.0,2777,5.71,5.64,3.47
2682.741176470588,193,0.7,Premium,E,VS2,61.1,60.0,2777,5.71,5.64,3.47
2544.5555555555557,194,0.7,Premium,E,SI1,60.0,59.0,2777,5.79,5.75,3.46
2217.3703703703704,194,0.7,Premium,E,SI1,60.0,59.0,2777,5.79,5.75,3.46
2621.194029850746,194,0.7,Premium,E,SI1,60.0,59.0,2777,5.79,5.75,3.46
2380.653846153846,194,0.7,Premium,E,SI1,60.0,59.0,2777,5.79,5.75,3.46
2682.741176470588,194,0.7,Premium,E,SI1,60.0,59.0,2777,5.79,5.75,3.46
2544.5555555555557,195,0.7,Premium,E,SI1,61.2,57.0,2777,5.73,5.68,3.49
2217.3703703703704,195,0.7,Premium,E,SI1,61.2,57.0,2777,5.73,5.68,3.49
2621.194029850746,195,0.7,Premium,E,SI1,61.2,57.0,2777,5.73,5.68,3.49
2380.653846153846,195,0.7,Premium,E,SI1,61.2,57.0,2777,5.73,5.68,3.49
2682.741176470588,195,0.7,Premium,E,SI1,61.2,57.0,2777,5.73,5.68,3.49
2544.5555555555557,196,0.7,Premium,E,SI1,62.7,59.0,2777,5.67,5.63,3.54
2217.3703703703704,196,0.7,Premium,E,SI1,62.7,59.0,2777,5.67,5.63,3.54
2621.194029850746,196,0.7,Premium,E,SI1,62.7,59.0,2777,5.67,5.63,3.54
2380.653846153846,196,0.7,Premium,E,SI1,62.7,59.0,2777,5.67,5.63,3.54
2682.741176470588,196,0.7,Premium,E,SI1,62.7,59.0,2777,5.67,5.63,3.54
2544.5555555555557,197,0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48
2217.3703703703704,197,0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48
2621.194029850746,197,0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48
2380.653846153846,197,0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48
2682.741176470588,197,0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48
2544.5555555555557,198,0.7,Premium,E,SI1,61.0,58.0,2777,5.78,5.72,3.51
2217.3703703703704,198,0.7,Premium,E,SI1,61.0,58.0,2777,5.78,5.72,3.51
2621.194029850746,198,0.7,Premium,E,SI1,61.0,58.0,2777,5.78,5.72,3.51
2380.653846153846,198,0.7,Premium,E,SI1,61.0,58.0,2777,5.78,5.72,3.51
2682.741176470588,198,0.7,Premium,E,SI1,61.0,58.0,2777,5.78,5.72,3.51
2544.5555555555557,199,0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52
2217.3703703703704,199,0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52
2621.194029850746,199,0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52
2380.653846153846,199,0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52
2682.741176470588,199,0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52
2799.5753424657532,200,0.72,Premium,F,SI1,61.8,61.0,2777,5.82,5.71,3.56
2526.0545454545454,200,0.72,Premium,F,SI1,61.8,61.0,2777,5.82,5.71,3.56
2696.225352112676,200,0.72,Premium,F,SI1,61.8,61.0,2777,5.82,5.71,3.56
2824.8333333333335,200,0.72,Premium,F,SI1,61.8,61.0,2777,5.82,5.71,3.56
2657.266666666667,200,0.72,Premium,F,SI1,61.8,61.0,2777,5.82,5.71,3.56
2544.5555555555557,201,0.7,Very Good,E,SI1,59.9,63.0,2777,5.76,5.7,3.43
2217.3703703703704,201,0.7,Very Good,E,SI1,59.9,63.0,2777,5.76,5.7,3.43
2621.194029850746,201,0.7,Very Good,E,SI1,59.9,63.0,2777,5.76,5.7,3.43
2380.653846153846,201,0.7,Very Good,E,SI1,59.9,63.0,2777,5.76,5.7,3.43
2682.741176470588,201,0.7,Very Good,E,SI1,59.9,63.0,2777,5.76,5.7,3.43
2544.5555555555557,202,0.7,Premium,E,SI1,61.3,58.0,2777,5.71,5.68,3.49
2217.3703703703704,202,0.7,Premium,E,SI1,61.3,58.0,2777,5.71,5.68,3.49
2621.194029850746,202,0.7,Premium,E,SI1,61.3,58.0,2777,5.71,5.68,3.49
2380.653846153846,202,0.7,Premium,E,SI1,61.3,58.0,2777,5.71,5.68,3.49
2682.741176470588,202,0.7,Premium,E,SI1,61.3,58.0,2777,5.71,5.68,3.49
2544.5555555555557,203,0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48
2217.3703703703704,203,0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48
2621.194029850746,203,0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48
2380.653846153846,203,0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48
2682.741176470588,203,0.7,Premium,E,SI1,60.5,58.0,2777,5.77,5.74,3.48
2544.5555555555557,204,0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
2217.3703703703704,204,0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
2621.194029850746,204,0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
2380.653846153846,204,0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
2682.741176470588,204,0.7,Good,E,VS2,64.1,59.0,2777,5.64,5.59,3.6
2175.714285714286,205,0.98,Fair,H,SI2,67.9,60.0,2777,6.05,5.97,4.08
2440.243902439024,205,0.98,Fair,H,SI2,67.9,60.0,2777,6.05,5.97,4.08
2837.3571428571427,205,0.98,Fair,H,SI2,67.9,60.0,2777,6.05,5.97,4.08
2205.1612903225805,205,0.98,Fair,H,SI2,67.9,60.0,2777,6.05,5.97,4.08
1765.7272727272727,205,0.98,Fair,H,SI2,67.9,60.0,2777,6.05,5.97,4.08
2799.5753424657532,206,0.78,Premium,F,SI1,62.4,58.0,2777,5.83,5.8,3.63
2526.0545454545454,206,0.78,Premium,F,SI1,62.4,58.0,2777,5.83,5.8,3.63
2696.225352112676,206,0.78,Premium,F,SI1,62.4,58.0,2777,5.83,5.8,3.63
2824.8333333333335,206,0.78,Premium,F,SI1,62.4,58.0,2777,5.83,5.8,3.63
2657.266666666667,206,0.78,Premium,F,SI1,62.4,58.0,2777,5.83,5.8,3.63
2544.5555555555557,207,0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51
2217.3703703703704,207,0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51
2621.194029850746,207,0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51
2380.653846153846,207,0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51
2682.741176470588,207,0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51
2799.5753424657532,208,0.52,Ideal,F,VVS1,61.3,55.0,2778,5.19,5.22,3.19
2526.0545454545454,208,0.52,Ideal,F,VVS1,61.3,55.0,2778,5.19,5.22,3.19
2696.225352112676,208,0.52,Ideal,F,VVS1,61.3,55.0,2778,5.19,5.22,3.19
2824.8333333333335,208,0.52,Ideal,F,VVS1,61.3,55.0,2778,5.19,5.22,3.19
2657.266666666667,208,0.52,Ideal,F,VVS1,61.3,55.0,2778,5.19,5.22,3.19
2175.714285714286,209,0.73,Very Good,H,VS2,60.8,56.0,2779,5.82,5.84,3.55
2440.243902439024,209,0.73,Very Good,H,VS2,60.8,56.0,2779,5.82,5.84,3.55
2837.3571428571427,209,0.73,Very Good,H,VS2,60.8,56.0,2779,5.82,5.84,3.55
2205.1612903225805,209,0.73,Very Good,H,VS2,60.8,56.0,2779,5.82,5.84,3.55
1765.7272727272727,209,0.73,Very Good,H,VS2,60.8,56.0,2779,5.82,5.84,3.55
2544.5555555555557,210,0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59
2217.3703703703704,210,0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59
2621.194029850746,210,0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59
2380.653846153846,210,0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59
2682.741176470588,210,0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59
2799.5753424657532,211,0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58
2526.0545454545454,211,0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58
2696.225352112676,211,0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58
2824.8333333333335,211,0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58
2657.266666666667,211,0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58
2562.730769230769,212,0.77,Premium,G,VS2,61.2,58.0,2780,5.9,5.93,3.62
2576.157894736842,212,0.77,Premium,G,VS2,61.2,58.0,2780,5.9,5.93,3.62
2822.0,212,0.77,Premium,G,VS2,61.2,58.0,2780,5.9,5.93,3.62
2544.8070175438597,212,0.77,Premium,G,VS2,61.2,58.0,2780,5.9,5.93,3.62
2594.5,212,0.77,Premium,G,VS2,61.2,58.0,2780,5.9,5.93,3.62
2799.5753424657532,213,0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
2526.0545454545454,213,0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
2696.225352112676,213,0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
2824.8333333333335,213,0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
2657.266666666667,213,0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
2562.730769230769,214,0.74,Ideal,G,VS1,61.5,55.0,2780,5.81,5.86,3.59
2576.157894736842,214,0.74,Ideal,G,VS1,61.5,55.0,2780,5.81,5.86,3.59
2822.0,214,0.74,Ideal,G,VS1,61.5,55.0,2780,5.81,5.86,3.59
2544.8070175438597,214,0.74,Ideal,G,VS1,61.5,55.0,2780,5.81,5.86,3.59
2594.5,214,0.74,Ideal,G,VS1,61.5,55.0,2780,5.81,5.86,3.59
2562.730769230769,215,0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
2576.157894736842,215,0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
2822.0,215,0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
2544.8070175438597,215,0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
2594.5,215,0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
2799.5753424657532,216,1.01,Premium,F,I1,61.8,60.0,2781,6.39,6.36,3.94
2526.0545454545454,216,1.01,Premium,F,I1,61.8,60.0,2781,6.39,6.36,3.94
2696.225352112676,216,1.01,Premium,F,I1,61.8,60.0,2781,6.39,6.36,3.94
2824.8333333333335,216,1.01,Premium,F,I1,61.8,60.0,2781,6.39,6.36,3.94
2657.266666666667,216,1.01,Premium,F,I1,61.8,60.0,2781,6.39,6.36,3.94
2175.714285714286,217,0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64
2440.243902439024,217,0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64
2837.3571428571427,217,0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64
2205.1612903225805,217,0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64
1765.7272727272727,217,0.77,Ideal,H,SI1,62.2,56.0,2781,5.83,5.88,3.64
2175.714285714286,218,0.78,Ideal,H,SI1,61.2,56.0,2781,5.92,5.99,3.64
2440.243902439024,218,0.78,Ideal,H,SI1,61.2,56.0,2781,5.92,5.99,3.64
2837.3571428571427,218,0.78,Ideal,H,SI1,61.2,56.0,2781,5.92,5.99,3.64
2205.1612903225805,218,0.78,Ideal,H,SI1,61.2,56.0,2781,5.92,5.99,3.64
1765.7272727272727,218,0.78,Ideal,H,SI1,61.2,56.0,2781,5.92,5.99,3.64
2175.714285714286,219,0.72,Very Good,H,VS1,60.6,63.0,2782,5.83,5.76,3.51
2440.243902439024,219,0.72,Very Good,H,VS1,60.6,63.0,2782,5.83,5.76,3.51
2837.3571428571427,219,0.72,Very Good,H,VS1,60.6,63.0,2782,5.83,5.76,3.51
2205.1612903225805,219,0.72,Very Good,H,VS1,60.6,63.0,2782,5.83,5.76,3.51
1765.7272727272727,219,0.72,Very Good,H,VS1,60.6,63.0,2782,5.83,5.76,3.51
2863.6666666666665,220,0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08
2142.8571428571427,220,0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08
2699.1428571428573,220,0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08
2731.695652173913,220,0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08
2393.5789473684213,220,0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08
2562.730769230769,221,0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63
2576.157894736842,221,0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63
2822.0,221,0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63
2544.8070175438597,221,0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63
2594.5,221,0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63
2544.5555555555557,222,0.7,Good,E,VS1,57.2,62.0,2782,5.81,5.77,3.31
2217.3703703703704,222,0.7,Good,E,VS1,57.2,62.0,2782,5.81,5.77,3.31
2621.194029850746,222,0.7,Good,E,VS1,57.2,62.0,2782,5.81,5.77,3.31
2380.653846153846,222,0.7,Good,E,VS1,57.2,62.0,2782,5.81,5.77,3.31
2682.741176470588,222,0.7,Good,E,VS1,57.2,62.0,2782,5.81,5.77,3.31
2544.5555555555557,223,0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51
2217.3703703703704,223,0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51
2621.194029850746,223,0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51
2380.653846153846,223,0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51
2682.741176470588,223,0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51
2863.6666666666665,224,0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63
2142.8571428571427,224,0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63
2699.1428571428573,224,0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63
2731.695652173913,224,0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63
2393.5789473684213,224,0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63
2863.6666666666665,225,0.72,Ideal,D,SI1,60.8,57.0,2782,5.76,5.75,3.5
2142.8571428571427,225,0.72,Ideal,D,SI1,60.8,57.0,2782,5.76,5.75,3.5
2699.1428571428573,225,0.72,Ideal,D,SI1,60.8,57.0,2782,5.76,5.75,3.5
2731.695652173913,225,0.72,Ideal,D,SI1,60.8,57.0,2782,5.76,5.75,3.5
2393.5789473684213,225,0.72,Ideal,D,SI1,60.8,57.0,2782,5.76,5.75,3.5
2863.6666666666665,226,0.72,Premium,D,SI1,62.7,59.0,2782,5.73,5.69,3.58
2142.8571428571427,226,0.72,Premium,D,SI1,62.7,59.0,2782,5.73,5.69,3.58
2699.1428571428573,226,0.72,Premium,D,SI1,62.7,59.0,2782,5.73,5.69,3.58
2731.695652173913,226,0.72,Premium,D,SI1,62.7,59.0,2782,5.73,5.69,3.58
2393.5789473684213,226,0.72,Premium,D,SI1,62.7,59.0,2782,5.73,5.69,3.58
2863.6666666666665,227,0.7,Premium,D,SI1,62.8,60.0,2782,5.68,5.66,3.56
2142.8571428571427,227,0.7,Premium,D,SI1,62.8,60.0,2782,5.68,5.66,3.56
2699.1428571428573,227,0.7,Premium,D,SI1,62.8,60.0,2782,5.68,5.66,3.56
2731.695652173913,227,0.7,Premium,D,SI1,62.8,60.0,2782,5.68,5.66,3.56
2393.5789473684213,227,0.7,Premium,D,SI1,62.8,60.0,2782,5.68,5.66,3.56
2562.730769230769,228,0.84,Fair,G,SI1,55.1,67.0,2782,6.39,6.2,3.47
2576.157894736842,228,0.84,Fair,G,SI1,55.1,67.0,2782,6.39,6.2,3.47
2822.0,228,0.84,Fair,G,SI1,55.1,67.0,2782,6.39,6.2,3.47
2544.8070175438597,228,0.84,Fair,G,SI1,55.1,67.0,2782,6.39,6.2,3.47
2594.5,228,0.84,Fair,G,SI1,55.1,67.0,2782,6.39,6.2,3.47
2799.5753424657532,229,0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6
2526.0545454545454,229,0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6
2696.225352112676,229,0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6
2824.8333333333335,229,0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6
2657.266666666667,229,0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6
2799.5753424657532,230,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
2526.0545454545454,230,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
2696.225352112676,230,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
2824.8333333333335,230,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
2657.266666666667,230,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
2799.5753424657532,231,0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6
2526.0545454545454,231,0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6
2696.225352112676,231,0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6
2824.8333333333335,231,0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6
2657.266666666667,231,0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6
2175.714285714286,232,0.79,Very Good,H,VS1,63.7,56.0,2784,5.85,5.92,3.75
2440.243902439024,232,0.79,Very Good,H,VS1,63.7,56.0,2784,5.85,5.92,3.75
2837.3571428571427,232,0.79,Very Good,H,VS1,63.7,56.0,2784,5.85,5.92,3.75
2205.1612903225805,232,0.79,Very Good,H,VS1,63.7,56.0,2784,5.85,5.92,3.75
1765.7272727272727,232,0.79,Very Good,H,VS1,63.7,56.0,2784,5.85,5.92,3.75
2799.5753424657532,233,0.72,Very Good,F,VS2,63.6,58.0,2787,5.66,5.69,3.61
2526.0545454545454,233,0.72,Very Good,F,VS2,63.6,58.0,2787,5.66,5.69,3.61
2696.225352112676,233,0.72,Very Good,F,VS2,63.6,58.0,2787,5.66,5.69,3.61
2824.8333333333335,233,0.72,Very Good,F,VS2,63.6,58.0,2787,5.66,5.69,3.61
2657.266666666667,233,0.72,Very Good,F,VS2,63.6,58.0,2787,5.66,5.69,3.61
2799.5753424657532,234,0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18
2526.0545454545454,234,0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18
2696.225352112676,234,0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18
2824.8333333333335,234,0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18
2657.266666666667,234,0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18
2863.6666666666665,235,0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41
2142.8571428571427,235,0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41
2699.1428571428573,235,0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41
2731.695652173913,235,0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41
2393.5789473684213,235,0.64,Ideal,D,VS1,61.5,56.0,2787,5.54,5.55,3.41
2175.714285714286,236,0.7,Very Good,H,VVS1,60.5,60.0,2788,5.74,5.77,3.48
2440.243902439024,236,0.7,Very Good,H,VVS1,60.5,60.0,2788,5.74,5.77,3.48
2837.3571428571427,236,0.7,Very Good,H,VVS1,60.5,60.0,2788,5.74,5.77,3.48
2205.1612903225805,236,0.7,Very Good,H,VVS1,60.5,60.0,2788,5.74,5.77,3.48
1765.7272727272727,236,0.7,Very Good,H,VVS1,60.5,60.0,2788,5.74,5.77,3.48
2856.1111111111113,237,0.83,Very Good,I,VS1,61.1,60.0,2788,6.07,6.1,3.72
1898.4,237,0.83,Very Good,I,VS1,61.1,60.0,2788,6.07,6.1,3.72
1878.4,237,0.83,Very Good,I,VS1,61.1,60.0,2788,6.07,6.1,3.72
2142.785714285714,237,0.83,Very Good,I,VS1,61.1,60.0,2788,6.07,6.1,3.72
1727.9761904761904,237,0.83,Very Good,I,VS1,61.1,60.0,2788,6.07,6.1,3.72
2856.1111111111113,238,0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62
1898.4,238,0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62
1878.4,238,0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62
2142.785714285714,238,0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62
1727.9761904761904,238,0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62
2863.6666666666665,239,0.71,Good,D,VS2,63.3,56.0,2788,5.64,5.68,3.58
2142.8571428571427,239,0.71,Good,D,VS2,63.3,56.0,2788,5.64,5.68,3.58
2699.1428571428573,239,0.71,Good,D,VS2,63.3,56.0,2788,5.64,5.68,3.58
2731.695652173913,239,0.71,Good,D,VS2,63.3,56.0,2788,5.64,5.68,3.58
2393.5789473684213,239,0.71,Good,D,VS2,63.3,56.0,2788,5.64,5.68,3.58
2562.730769230769,240,0.77,Good,G,VS1,59.4,64.0,2788,5.97,5.92,3.53
2576.157894736842,240,0.77,Good,G,VS1,59.4,64.0,2788,5.97,5.92,3.53
2822.0,240,0.77,Good,G,VS1,59.4,64.0,2788,5.97,5.92,3.53
2544.8070175438597,240,0.77,Good,G,VS1,59.4,64.0,2788,5.97,5.92,3.53
2594.5,240,0.77,Good,G,VS1,59.4,64.0,2788,5.97,5.92,3.53
2799.5753424657532,241,0.71,Ideal,F,SI1,62.5,55.0,2788,5.71,5.65,3.55
2526.0545454545454,241,0.71,Ideal,F,SI1,62.5,55.0,2788,5.71,5.65,3.55
